Vertical|Site|Pub Date|Title|Author|Content Type|Content Source|Cost|Effort|Total Cost|30 Day Views|60 Day Views|90 Day Views|120 Day Views|150 Day Views|180 Day Views|210 Day Views|240 Day Views|270 Day Views|Lifetime Views|Article Age
Developer|Code Guru|2011-01-25|Introducing ASP.NET MVC Razor|David Talbot|Tutorial/Howto|Freelance|100.0|2.1|184.0|2112|0|0|0|0|0|0|0|0|2112.0|42
Developer|Code Guru|2011-01-31|Applying Themes to User Controls and Packaging Them in a Separate Library/.dll in C#, WPF & XAML with .NET Framework 4.0|Chris Camacho|Tutorial/Howto|Contributed|100.0|2.1|184.0|502|0|0|0|0|0|0|0|0|502.0|36
Developer|Code Guru|2011-01-03|.NET Framework: Corrupted State Exceptions|Vipul Patel|Tutorial/Howto|Freelance|150.0|2.1|234.0|1081|21|0|0|0|0|0|0|0|1102.0|64
Developer|Code Guru|2011-01-07|Top 10 CSS Techniques for Your ASP.NET Website|M.S. Srinath|Tutorial/Howto|Freelance|175.0|2.2|263.0|3364|0|0|0|0|0|0|0|0|3364.0|60
Developer|Code Guru|2011-01-10|An Interview with C++ Creator Bjarne Stroustrup|Danny Kalev|Tutorial/Howto|Freelance|350.0|2.4|446.0|87178|0|0|0|0|0|0|0|0|87178.0|57
Developer|Code Guru|2011-01-13|Demystifying C# Programming's ToString Method|M.S. Srinath|Tutorial/Howto|Freelance|175.0|2.1|259.0|2404|0|0|0|0|0|0|0|0|2404.0|54
Developer|Code Guru|2011-01-14|Top 10 Useful Attributes & Properties for ASP.NET Controls|M.S. Srinath|Tutorial/Howto|Freelance|175.0|2.1|259.0|1541|0|0|0|0|0|0|0|0|1541.0|53
Developer|Code Guru|2011-01-27|Video: Integrating Office Applications with Silverlight 4|Jani Jarvinen|Tutorial/Howto|Freelance|0.0|2.4|96.0|113|0|0|0|0|0|0|0|0|113.0|40
Developer|Code Guru|2011-01-27|Automated White Box Testing with Microsoft PEX Framework|Joydip Kanjilal|Tutorial/Howto|Freelance|150.0|2.1|234.0|332|0|0|0|0|0|0|0|0|332.0|40
Developer|Code Guru|2011-01-04|.NET Framework: Use Your Own Cache Wrapper to Help Performance|Mark Strawmyer|Tutorial/Howto|Freelance|250.0|2.1|334.0|1590|130|0|0|0|0|0|0|0|1720.0|63
Developer|Code Guru|2011-01-10| Using Bing Maps Control in Your Windows Phone 7 Applications|Vipul Patel|Tutorial/Howto|Freelance|150.0|2.1|234.0|708|0|0|0|0|0|0|0|0|708.0|57
Developer|Code Guru|2011-01-14|Windows Phone 7 Quick Tutorials: Part 1 - Hello World|Marius Cristinel|Tutorial/Howto|Contributed|0.0|0.5|20.0|571|0|0|0|0|0|0|0|0|571.0|53
Developer|Code Guru|2011-01-14|C++ Programming: Easy Screen Capture Using MFC/ATL|Ovidiu Cucu|Tutorial/Howto|Freelance|0.0|1.5|60.0|1020|0|0|0|0|0|0|0|0|1020.0|53
Developer|Code Guru|2011-01-20|Shave Time Off your Development with ASP.NET MVC Razor|David Talbot|Tutorial/Howto|Contributed|100.0|2.1|184.0|1447|0|0|0|0|0|0|0|0|1447.0|47
Developer|Code Guru|2011-01-21|Keeping Your Data Sorted Using Generic SortedSet in .NET Framework 4|Vipul Patel|Tutorial/Howto|Freelance|150.0|2.1|234.0|374|0|0|0|0|0|0|0|0|374.0|46
Developer|Code Guru|2011-01-27|Displaying \"Time Ago\" Stamps Using ASP.NET AJAX|Bipin Joshi|Tutorial/Howto|Freelance|150.0|2.1|234.0|721|0|0|0|0|0|0|0|0|721.0|40
Developer|Code Guru|2011-01-28|Top 7 Tools for Microsoft Azure|Brian Prince|Tutorial/Howto|Freelance|150.0|0.0|150.0|961|0|0|0|0|0|0|0|0|961.0|39
Developer|Code Guru|2011-01-31|Windows Phone 7 Quick Tutorials: Part 6 - Launchers and Choosers|Marius Cristinel|Tutorial/Howto|Contributed|0.0|0.5|20.0|299|0|0|0|0|0|0|0|0|299.0|36
Developer|Code Guru|2011-01-11|Live Sponsored Event from CodeRush: Web Development Is About to Get Easier&#133;|Live event|Podcast|Sponsored|0.0|0.0|0.0|25|0|0|0|0|0|0|0|0|25.0|56
Developer|Web Reference|2010-05-05|Encryption Techniques for Your PHP Development|Leidago Noabeb|Tutorial/Howto|Freelance|125.0|6.0|365.0|1842|591|177|172|193|181|234|131|176|3697.0|307
Developer|Web Reference|2010-05-07|Web Design Tips for Search Engine Optimization|Sukrit Dhandhania|Tutorial/Howto|Freelance|100.0|6.0|340.0|1032|190|42|30|27|20|27|16|13|1397.0|305
Developer|Web Reference|2010-05-10|Using the Java Locale Object to Internationalize Your Application|Robert Gravelle|Tutorial/Howto|Freelance|150.0|1.5|210.0|802|386|247|249|239|196|194|133|130|2576.0|302
Developer|Web Reference|2010-05-17|Implementing One-way Encryption in PHP|Leidago Noabeb|Tutorial/Howto|Freelance|125.0|6.0|365.0|1605|196|139|105|71|59|39|31|80|2356.0|295
Developer|Web Reference|2010-05-17|Create Any Type of Form You Like on Your WordPress Site|Arpan Dhandhania|Tutorial/Howto|Freelance|150.0|3.0|270.0|671|195|98|88|93|90|57|36|55|1419.0|295
Developer|Web Reference|2010-05-24|Locale-sensitive Operations and Services in International Java Application|Robert Gravelle|Tutorial/Howto|Freelance|150.0|1.5|210.0|210|73|57|76|46|48|25|10|0|545.0|288
Developer|Web Reference|2010-05-26|A Sitemap Makes Your Website More Google Friendly|Sukrit Dhandhania|Tutorial/Howto|Freelance|150.0|6.0|390.0|732|243|92|68|38|49|28|11|0|1261.0|286
Developer|Web Reference|2010-06-28|Top 10 CSS Tools for the Design-challenged Web Developer|Jason Gilmore|Top 10|Freelance|100.0|3.0|220.0|5114|596|326|229|175|109|168|0|0|6717.0|253
Developer|Web Reference|2010-06-21|Using Java 6 to Access Translatable Text in XML Files|Robert Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|1254|402|254|278|312|175|107|0|0|2889.0|260
Developer|Web Reference|2010-06-09|Isolating Locale-specific Text in International Java Applications|Robert Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|799|157|112|115|69|78|43|0|0|1373.0|272
Developer|Web Reference|2010-06-01|Using PHP Encryption for Login Authentication|Leidago Noabeb|Tutorial/Howto|Freelance|125.0|4.5|305.0|2145|382|249|206|203|167|84|134|0|3570.0|280
Developer|Web Reference|2010-06-04|Use jQuery to Build Ajax-enabled ASP.NET Controls|Joydip Kanjilal|Tutorial/Howto|Freelance|200.0|4.5|380.0|778|569|603|583|622|576|353|265|0|4349.0|277
Developer|Web Reference|2010-06-07|Anatomy of a Web Service: XML, SOAP and WSDL for Platform-independent Data Exchange|Leidago Noabeb|Tutorial/Howto|Freelance|125.0|4.5|305.0|959|396|303|297|340|277|163|224|0|2959.0|274
Developer|Web Reference|2010-06-14|Web Storage API: More Security, Efficiency and Capacity than Cookies|Sachin Khosla|Tutorial/Howto|Freelance|200.0|4.5|380.0|1544|219|112|142|145|154|93|124|0|2533.0|267
Developer|Web Reference|2010-06-16|Managing Your Email Campaigns with phpList|Arpan Dhandhania|Tutorial/Howto|Freelance|150.0|4.5|330.0|2978|2224|596|508|513|527|362|436|0|8506.0|265
Developer|Web Reference|2010-06-23|Create Your First ASP.NET Web Service|Leidago Noabeb|Tutorial/Howto|Freelance|125.0|4.5|305.0|1244|879|848|749|1253|629|422|0|0|6024.0|258
Developer|Web Reference|2010-06-30|Using jQuery to Implement Animations in ASP.NET|Joydip Kanjilal|Tutorial/Howto|Freelance|200.0|4.5|380.0|512|145|87|129|98|50|52|0|0|1073.0|251
Developer|Web Reference|2010-07-06|Creating a WSDL File and Clients for Your ASP.NET Web Service|Leidago Noabeb|Tutorial/Howto|Freelance|125.0|4.5|305.0|553|440|459|520|625|382|472|0|0|3451.0|245
Developer|Web Reference|2010-07-08|Create Database-driven Resource Bundles with Java and MySQL|Rob Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|631|290|275|285|199|210|283|0|0|2173.0|243
Developer|Web Reference|2010-07-12|Top 10 SEO Tips for Your WordPress Blog|Sukrit Dhandhania|Top 10|Freelance|150.0|3.0|270.0|923|366|123|121|90|29|28|0|0|1680.0|239
Developer|Web Reference|2010-07-15|Create a Help Desk Web Application Using ASP.NET|Ryan Butler|Tutorial/Howto|Freelance|150.0|6.0|390.0|972|568|603|514|282|223|369|0|0|3531.0|236
Developer|Web Reference|2010-07-19|Fine Tuning Your Java 6 Database-Driven ResourceBundle|Rob Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|351|206|155|203|172|97|0|0|0|1281.0|232
Developer|Web Reference|2010-07-21|Top 10 New Features in CSS 3|Sachin Khosla|Top 10|Freelance|200.0|4.5|380.0|1543|514|398|448|412|216|0|0|0|3747.0|230
Developer|Web Reference|2010-07-29|Build a Searchable Online Employee Directory with ASP.NET|Ryan Butler|Tutorial/Howto|Freelance|150.0|6.0|390.0|453|368|236|210|86|58|0|0|0|1411.0|222
Developer|Web Reference|2010-07-30|Script-based Database Interaction for Your ASP.NET Website|Leidago Noabeb|Tutorial/Howto|Freelance|150.0|4.5|330.0|265|158|71|45|15|7|0|0|0|561.0|221
Developer|Web Reference|2010-08-04|JavaScript's Lack of i18n Support and What It Means for You|Rob Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|780|130|114|143|129|202|0|0|0|1498.0|216
Developer|Web Reference|2010-08-10|Build Your Own PHP Web Mailer|Voja Janjic|Tutorial/Howto|Freelance|100.0|4.5|280.0|1488|594|140|81|85|139|0|0|0|2527.0|210
Developer|Web Reference|2010-08-12|Creating an ASP.NET Registration and Confirmation System|Ryan Butler|Tutorial/Howto|Freelance|150.0|6.0|390.0|727|731|705|411|182|357|0|0|0|3113.0|208
Developer|Web Reference|2010-08-18|Setting Up the All-in-One SEO Pack for WordPress|Sukrit Dhandhania|Tutorial/Howto|Freelance|150.0|4.5|330.0|542|243|193|143|86|0|0|0|0|1293.0|202
Developer|Web Reference|2010-08-24|Implementing Flexible Website Navigation with WordPress 3.0|Arpan Dhandhania|Tutorial/Howto|Freelance|150.0|4.5|330.0|401|253|121|76|66|0|0|0|0|917.0|196
Developer|Web Reference|2010-08-25|Ten Tools Web Developers Can't Live Without|Jason Gilmore|Top 10|Freelance|100.0|3.0|220.0|4814|638|206|29|21|0|0|0|0|5708.0|195
Developer|Web Reference|2010-08-30|The 6 Best WordPress Plugins for Comments Management|Sukrit Dhandhania|Top 10|Freelance|150.0|4.5|330.0|7|0|0|0|5|0|0|0|0|12.0|190
Developer|Web Reference|2010-09-01|Combine Ajax and JSON to Transmit Complex Presentation Data|Rob Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|529|117|59|28|46|0|0|0|0|779.0|188
Developer|Web Reference|2010-09-07|Building an Ajax-driven File Uploader|W.J. Gilmore|Tutorial/Howto|Freelance|100.0|3.0|220.0|746|223|187|82|104|0|0|0|0|1342.0|182
Developer|Web Reference|2010-09-13|Learn AspectJ Using Eclipse AJDT|Rob Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|1086|199|196|105|152|0|0|0|0|1843.0|176
Developer|Web Reference|2010-09-15|Creating a Web-based Schedule with ASP.NET|Ryan Butler|Tutorial/Howto|Freelance|150.0|6.0|390.0|784|388|227|88|211|0|0|0|0|1786.0|174
Developer|Web Reference|2010-09-20|Manipulating DOM Elements Using jQuery and Visual Studio|Joydip Kanjilal|Tutorial/Howto|Freelance|200.0|4.5|380.0|452|145|101|46|0|0|0|0|0|744.0|169
Developer|Web Reference|2010-09-24|Build a Context Menu with jQuery and CSS|Arpan Dhandhania|Tutorial/Howto|Freelance|150.0|3.0|270.0|1239|461|351|180|0|0|0|0|0|2231.0|165
Developer|Web Reference|2010-09-28|Dojo i18n: a Pure JavaScript Localization Solution|Rob Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|548|225|242|230|0|0|0|0|0|1245.0|161
Developer|Web Reference|2010-10-04|Use Your Favorite Font on Your Website with CSS Web Fonts|Arpan Dhandhania|Tutorial/Howto|Freelance|150.0|4.5|330.0|2106|221|125|133|0|0|0|0|0|2585.0|155
Developer|Web Reference|2010-10-07|Create Your First Windows Presentation Foundation Application|Ryan Butler|Tutorial/Howto|Freelance|150.0|6.0|390.0|473|266|165|110|0|0|0|0|0|1014.0|152
Developer|Web Reference|2010-10-12|Take Your Web Forms to the Next Level with Dojo|Rob Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|702|274|229|182|0|0|0|0|0|1387.0|147
Developer|Web Reference|2010-10-18|Top 6 Related Posts Plugins for WordPress|Sukrit Dhandhania|Tutorial/Howto|Freelance|150.0|4.5|330.0|402|182|50|0|0|0|0|0|0|634.0|141
Developer|Web Reference|2010-10-20|Create a Localized Web Page with PHP|Leidago Noabeb|Tutorial/Howto|Freelance|125.0|4.5|305.0|3113|710|372|0|0|0|0|0|0|4195.0|139
Developer|Web Reference|2010-10-25|10 jQuery Tips and Tricks for Visual Studio|Joydip Kanjilal|Tutorial/Howto|Freelance|200.0|4.5|380.0|899|211|176|0|0|0|0|0|0|1286.0|134
Developer|Web Reference|2010-11-02|A Localization Primer for Dojo Dijit and Dojox Controls|Rob Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|180|67|56|0|0|0|0|0|0|303.0|126
Developer|Web Reference|2010-11-09|Building a Style Sheet Switcher with JavaScript|Leidago Noabeb|Tutorial/Howto|Freelance|125.0|4.5|305.0|738|124|131|0|0|0|0|0|0|993.0|119
Developer|Web Reference|2010-11-16|Localizing Declaratively Created Dojo Widgets|Rob Gravelle|Tutorial/Howto|Freelance|150.0|3.0|270.0|182|81|0|0|0|0|0|0|0|263.0|112
Developer|Web Reference|2010-11-22|The 6 Best Social Media Plugins for WordPress|Sukrit Dhandhania|Tutorial/Howto|Freelance|150.0|4.5|330.0|1329|188|0|0|0|0|0|0|0|1517.0|106
Developer|Web Reference|2010-11-30|Creating a Custom Human Resources Application with ASP.NET|Ryan Butler|Tutorial/Howto|Freelance|150.0|6.0|390.0|311|229|0|0|0|0|0|0|0|540.0|98
Developer|Web Developer's Virtual Library|2010-05-07|Automate Rails Application Deployment with Capistrano|Saurabh Bhatia|Tutorial/Howto|Freelance|100.0|6.0|340.0|277|157|136|77|71|91|107|71|81|1068.0|305
Developer|Web Developer's Virtual Library|2010-06-10|Testing HTML Forms the Automated Way with WATIR|Jason Gilmore|Tutorial/Howto|Freelance|100.0|3.0|220.0|157|117|95|79|72|74|65|67|0|726.0|271
Developer|Web Developer's Virtual Library|2010-06-22|Customize the Web with Greasemonkey|Jason Gilmore|Tutorial/Howto|Freelance|100.0|3.0|220.0|656|158|66|72|81|67|37|0|0|1137.0|259
Developer|4 Guys From Rolla|2010-05-12|Integrating Twitter Into An ASP.NET Website Using OAuth|Scott Mitchell|Tutorial/Howto|Freelance|450.0|0.7|478.0|5013|811|619|895|1021|837|834|447|586|11063.0|300
Developer|4 Guys From Rolla|2010-08-11|Defining Descriptive Text for Enumeration Members|Scott Mitchell|Tutorial/Howto|Freelance|360.0|0.7|388.0|998|269|213|140|59|0|0|0|0|1679.0|209
Developer|4 Guys From Rolla|2010-08-11|Filtering Data Using ASP.NET 4's QueryExtender Control|Scott Mitchell|Tutorial/Howto|Freelance|360.0|0.7|388.0|784|940|651|488|352|0|0|0|0|3215.0|209
Developer|4 Guys From Rolla|2010-08-18|Implementing the Store Locator Application Using ASP.NET MVC|Scott Mitchell|Tutorial/Howto|Contributed|360.0|0.7|388.0|6506|1298|850|601|731|0|0|0|0|10717.0|202
Developer|4 Guys From Rolla|2010-09-15|Determine Your ASP.NET Framework Page's View State Size|Scott Mitchell|Product Review|Freelance|360.0|0.7|388.0|239|0|0|0|0|0|0|0|0|239.0|174
Developer|4 Guys From Rolla|2010-09-01|Displaying Files and Folders in a GridView|Scott Mitchell|Product Review|Freelance|450.0|1.0|490.0|169|546|901|581|509|0|0|0|0|2706.0|188
Developer|4 Guys From Rolla|2010-09-22|Using Microsoft's Chart Controls In An ASP.NET Application: Using the Chart Controls with ASP.NET MVC|Scott Mitchell|Tutorial/Howto|Freelance|360.0|0.7|388.0|805|989|666|608|0|0|0|0|0|3068.0|167
Developer|4 Guys From Rolla|2010-09-29|Create ZIP Files From An ASP.NET Framework Application|Scott Mitchell|Product Review|Freelance|360.0|0.7|388.0|1057|0|0|0|0|0|0|0|0|1057.0|160
Developer|4 Guys From Rolla|2010-09-08|Building Interactive User Interfaces with Microsoft ASP.NET AJAX: Rebinding Client-Side Events|Scott Mitchell|Tutorial/Howto|Freelance|360.0|0.7|388.0|3830|765|405|210|196|0|0|0|0|5406.0|181
Developer|4 Guys From Rolla|2010-10-13|Optimize Images Using the ASP.NET Sprite and Image Optimization Framework|Scott Mitchell|Tutorial/Howto|Freelance|450.0|0.2|458.0|421|54|33|0|0|0|0|0|0|508.0|146
Developer|4 Guys From Rolla|2010-10-06|Using Microsoft's Chart Controls In An ASP.NET Application: Exporting Charts|Scott Mitchell|Tutorial/Howto|Freelance|450.0|0.2|458.0|787|64|41|0|0|0|0|0|0|892.0|153
Developer|4 Guys From Rolla|2010-11-10|Formatting Dates, Times and Numbers in ASP.NET|Scott Mitchell|Tutorial/Howto|Freelance|450.0|0.2|458.0|1189|46|0|0|0|0|0|0|0|1235.0|118
Developer|4 Guys From Rolla|2010-11-04|Storing Additional User Information with ASP.NET Membership|Scott Mitchell|Tutorial/Howto|Freelance|450.0|0.2|458.0|915|43|0|0|0|0|0|0|0|958.0|124
Developer|4 Guys From Rolla|2010-11-17|Accessing Server-Side Data from Client Script: Using WCF Services with jQuery and the ASP.NET Ajax Library|Scott Mitchell|Tutorial/Howto|Freelance|450.0|0.2|458.0|202|29|0|0|0|0|0|0|0|231.0|111
Developer|4 Guys From Rolla|2010-12-01|Use jQuery and ASP.NET to Build a News Ticker|Scott Mitchell|Tutorial/Howto|Freelance|450.0|0.2|458.0|1013|0|0|0|0|0|0|0|0|1013.0|97
Developer|4 Guys From Rolla|2011-01-12|Parsing HTML Documents with the HTML Agility Pack|Scott Mitchell|Tutorial/Howto|Freelance|450.0|0.2|458.0|1334|0|0|0|0|0|0|0|0|1334.0|55
Developer|4 Guys From Rolla|2011-01-05|Displaying a Paged Grid of Data in ASP.NET MVC|Scott Mitchell|Tutorial/Howto|Freelance|450.0|0.2|458.0|1099|0|0|0|0|0|0|0|0|1099.0|62
Developer|DevX|2010-05-03|The Rise of NoSQL Databases|Herman Mehling|News|Freelance|300.0|3.0|420.0|12811|476|195|156|191|671|423|422|360|15705.0|309
Developer|DevX|2010-05-04|Performing Code Analysis on Your iPhone Applications|wei-meng lee|Tutorial/Howto|Freelance|450.0|3.0|570.0|378|52|50|26|18|33|24|50|27|658.0|308
Developer|DevX|2010-05-05|Adobe CTO Defends Flash, Touts HTML5|David Needle|News|InternetNews|0.0|1.0|40.0|371|0|2|53|7|0|2|0|0|435.0|307
Developer|DevX|2010-05-06|Using a Software Factory Approach for Customized Modeling|Akansha Jain, Abhishek Pratap Singh|Tutorial/Howto|Freelance|250.0|4.0|410.0|822|101|58|37|27|37|40|17|12|1151.0|306
Developer|DevX|2010-05-07|Create a Web App Using ASP.NET MVC 2.0 Framework|Tapas Pal|Tutorial/Howto|Freelance|250.0|4.0|410.0|4612|654|569|400|395|260|226|180|204|7500.0|305
Developer|DevX|2010-05-10|Open Source Solutions for Managing Private and Public Clouds|Herman Mehling|News|Freelance|300.0|3.0|420.0|451|16|10|7|10|2|4|6|2|508.0|302
Developer|DevX|2010-05-10|Flash Loses to HTML5 on Scribd Site|David Needle|News|InternetNews|0.0|1.0|40.0|2291|20|12|14|8|15|12|13|5|2390.0|302
Developer|DevX|2010-05-11|Using the Accelerometer on the iPhone, iPod Touch|wei-meng lee|Tutorial/Howto|Freelance|450.0|4.0|610.0|1067|459|424|301|470|493|449|426|452|4541.0|301
Developer|DevX|2010-05-13|Top 10 Ways to Decide What Type of Startup is Right for You|Alex Genadinik|Top 10|Freelance|250.0|4.0|410.0|1256|17|2|12|0|7|0|4|2|1300.0|299
Developer|DevX|2010-05-14|W3C Has a New XML Standard: XProc|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|3319|126|191|136|207|154|146|94|65|4438.0|298
Developer|DevX|2010-05-17|Mozilla Aims for Sleeker Firefox 4.0|Herman Mehling|News|Freelance|300.0|3.0|420.0|3505|49|9|21|0|4|0|2|5|3597.0|295
Developer|DevX|2010-05-18|Useful UML Modeling: Don't Rewrite the UML|Robert Maksimchuk|Opinion|Freelance|0.0|3.0|120.0|1636|194|83|46|24|32|19|19|12|2084.0|294
Developer|DevX|2010-05-19|Top 10 Reasons Not To Do a Semantic Web Project|Alex Genadinik|Top 10|Freelance|250.0|4.0|410.0|2297|132|88|128|85|176|88|112|0|3218.0|293
Developer|DevX|2010-05-19|Google Searches for More Enterprise Customers|Deborah Gage|News|Freelance|400.0|3.0|520.0|144|5|2|7|2|5|0|0|0|165.0|293
Developer|DevX|2010-05-20|Engineers Riff on the Joys of Management at Google I/O|Deborah Gage|News|Freelance|400.0|3.0|520.0|2004|75|55|33|28|0|2|12|0|2221.0|292
Developer|DevX|2010-05-20|Google Confirms Android, Chrome Will Merge|David Needle|News|InternetNews|0.0|1.0|40.0|1399|135|99|49|39|23|20|41|0|1846.0|292
Developer|DevX|2010-05-26|Adobe Releases HTML5 Pack for Dreamweaver|Herman Mehling|News|Freelance|300.0|3.0|420.0|770|32|34|26|38|27|19|17|0|963.0|286
Developer|DevX|2010-05-27|iPhone: Using a Tab Bar App with a Navigation Controller|wei-meng lee|Tutorial/Howto|Freelance|400.0|4.0|560.0|1930|954|291|210|140|402|343|265|0|4535.0|285
Developer|DevX|2010-05-28|Securing the Emerging Smart Grid|Deborah Gage|News|Freelance|350.0|3.0|470.0|873|22|28|15|10|14|10|10|0|982.0|284
Developer|DevX|2010-05-12|Microsoft Finally Launches SharePoint, Office 2010|Deborah Gage|News|Freelance|400.0|3.0|520.0|1982|9|15|2|15|15|2|2|0|2042.0|300
Developer|DevX|2010-06-01|Microsoft Unveils Two Pillars of its Cloud Strategy|No Author|News|Freelance|300.0|3.0|420.0|1546|17|2|0|15|8|4|2|0|1594.0|280
Developer|DevX|2010-06-03|Top 10 Considerations to Focus Your Startup|Alex Genadinik|Top 10|Freelance|250.0|3.0|370.0|1804|27|36|34|33|9|4|0|0|1947.0|278
Developer|DevX|2010-06-07|MeeGo 1.0 Enters Crowded Mobile Field|Herman Mehling|News|Freelance|300.0|3.0|420.0|1277|21|2|4|2|0|2|0|0|1308.0|274
Developer|DevX|2010-06-08|Visual Basic Book Excerpt: Useful Namespaces|Rod Stephens|Trends|Freelance|0.0|1.0|40.0|1785|93|150|110|80|43|59|82|0|2402.0|273
Developer|DevX|2010-06-09|Program a Windows Mobile GPS Device using the Intermediate Driver|Tapas Pal|Tutorial/Howto|Freelance|250.0|4.0|410.0|1053|363|371|354|356|254|156|163|0|3070.0|272
Developer|DevX|2010-06-10|HP Launches Security Services for Early Development|Sean Michael Kerner|News|InternetNews|0.0|0.4|16.0|813|11|7|35|15|2|4|7|0|894.0|271
Developer|DevX|2010-06-15|Is Ruby on Rails 3 Finally Nearing the Finish Line?|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|3224|196|136|31|22|18|81|36|0|3825.0|266
Developer|DevX|2010-06-16|Top 10 Reasons for Startup Failure|Alex Genadinik|Top 10|Freelance|250.0|3.0|370.0|7461|304|75|128|83|48|38|50|0|8225.0|265
Developer|DevX|2010-06-17|Subversion Open Source Code Control Hits the Edge|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|639|76|63|71|65|34|21|25|0|1015.0|264
Developer|DevX|2010-06-18|Ten Misunderstandings About UML Modeling|Robert Maksimchuk|Top 10|Freelance|100.0|4.0|260.0|3766|110|109|101|84|90|63|0|0|4386.0|263
Developer|DevX|2010-06-21|Apple's Closed World is Bad News for Flash Developers|Herman Mehling|News|Freelance|300.0|3.0|420.0|2140|23|12|18|13|12|10|0|0|2228.0|260
Developer|DevX|2010-06-22|The Three Counterproductive Messages of Software Development|Bob Reselman|Top 10|Freelance|150.0|3.0|270.0|2300|15|7|16|9|2|0|0|0|2349.0|259
Developer|DevX|2010-06-23|How to Manipulate Images with .NET Programs|Rod Stephens|Tutorial/Howto|Freelance|400.0|4.0|560.0|4944|511|467|380|340|245|216|0|0|7103.0|258
Developer|DevX|2010-06-24|Red Hat's JBoss Opens Up New Enterprise Portal Platform|Sean Michael Kerner|News|InternetNews|0.0|0.4|16.0|549|22|5|20|2|21|8|0|0|627.0|257
Developer|DevX|2010-06-25|Location-as-a-Service Makes it Easier to Create Location-Based Apps|Herman Mehling|News|Freelance|300.0|3.0|420.0|1307|30|26|20|22|54|13|0|0|1472.0|256
Developer|DevX|2010-06-28|Why the Eclipse Way Works So Well|Sean Michael Kerner|News|InternetNews|0.0|0.4|16.0|2922|121|68|72|47|24|24|0|0|3278.0|253
Developer|DevX|2010-06-29|Top Reasons For Implementing RDFa Search Engine Optimization|Alex Genadinik|Top 10|Freelance|250.0|3.0|370.0|885|137|75|60|47|36|27|0|0|1267.0|252
Developer|DevX|2010-06-30|Unit Test .NET Business Objects Using Nmock Library|Tapas Pal|Tutorial/Howto|Freelance|300.0|4.0|460.0|1532|173|288|249|117|166|74|0|0|2599.0|251
Developer|DevX|2010-06-10|Enabling Multi-Tenancy in Web Applications|Ramasubramanian Thiyagarajan, Sivakumar Kuppusamy|Tutorial/Howto|Contributed|0.0|4.0|160.0|453|57|65|140|112|128|86|67|0|1108.0|271
Developer|DevX|2010-07-01|Cloud Performance: What Developers Need to Know|Herman Mehling|News|Freelance|300.0|3.0|420.0|1589|59|22|10|38|20|7|0|0|1745.0|250
Developer|DevX|2010-07-02|How Microsoft's Azure Stacks up Against Cloud Competitors|Paul Ferrill|News|Freelance|150.0|3.0|270.0|1301|168|73|105|90|39|76|0|0|1852.0|249
Developer|DevX|2010-07-06|New PivotViewer for Silverlight Lets You Visualize Data|Stuart Johnson|News|InternetNews|0.0|1.0|40.0|1316|95|71|85|65|56|43|0|0|1731.0|245
Developer|DevX|2010-07-07|iPhone Programming: Using the Scroll View|wei-meng lee|Tutorial/Howto|Freelance|300.0|3.0|420.0|2173|881|1015|894|903|742|1070|0|0|7678.0|244
Developer|DevX|2010-07-08|Useful UML Modeling: UML's Double-Edged Sword|Robert Maksimchuk|Tips and Tricks|Freelance|150.0|3.0|270.0|2351|102|68|62|77|53|43|0|0|2756.0|243
Developer|DevX|2010-07-09|Nearly Half of Windows 7 PCs Run the 64-Bit Version|Stuart Johnson|News|InternetNews|0.0|1.0|40.0|1640|20|10|7|2|2|0|0|0|1681.0|242
Developer|DevX|2010-07-12|Best Practices for Remotely Managing Agile teams|Eric Landes|Tutorial/Howto|Freelance|200.0|3.0|320.0|2073|110|124|119|73|69|69|0|0|2637.0|239
Developer|DevX|2010-07-12|Embedded Linux Gets Enhanced Security -- Does it Matter?|Sean Michael Kerner|News|InternetNews|0.0|1.0|40.0|384|12|5|13|25|4|2|0|0|445.0|239
Developer|DevX|2010-07-13|Why I Don't Let Cloud Computing Cloud My Mind|Robin Miller|Opinion|Freelance|150.0|3.0|270.0|367|22|13|10|0|0|2|0|0|414.0|238
Developer|DevX|2010-07-13|Software Firms Team for Security, Quality Code Analysis|Stuart Johnson|News|InternetNews|0.0|1.0|40.0|195|20|13|8|17|2|10|0|0|265.0|238
Developer|DevX|2010-07-14|Microsoft Ships Beta of Windows Phone 7 Dev Tools|Stuart Johnson|News|InternetNews|0.0|1.0|40.0|492|26|32|20|24|2|5|0|0|601.0|237
