ID|Vertical|Site|Pub Date|Title|Author|Editor|Content Type|Content Source|Cost|30 Day Views|30 Day BounceRate|60 Day Views|60 Day BounceRate|90 Day Views|90 Day BounceRate|Lifetime Views
2312|Developer|Web Reference|2010-05-24|Locale-sensitive Operations and Services in International Java Application|Robert Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|210|0.76|73|0.81|57|0.86|545.0
2313|Developer|Web Reference|2010-05-26|A Sitemap Makes Your Website More Google Friendly|Sukrit Dhandhania|Glen Kunene|Tutorial/Howto|Freelance|150.0|732|0.77|243|0.88|92|0.8|1261.0
2543|Developer|Web Reference|2010-06-28|Top 10 CSS Tools for the Design-challenged Web Developer|Jason Gilmore|Glen Kunene|Top 10|Freelance|100.0|5114|0.69|596|0.81|326|0.89|6717.0
2821|Developer|Web Reference|2010-06-21|Using Java 6 to Access Translatable Text in XML Files|Robert Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|1254|0.74|402|0.79|254|0.86|2889.0
3205|Developer|Web Reference|2010-06-09|Isolating Locale-specific Text in International Java Applications|Robert Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|799|0.7|157|0.72|112|0.82|1373.0
3549|Developer|Web Reference|2010-06-01|Using PHP Encryption for Login Authentication|Leidago Noabeb|Glen Kunene|Tutorial/Howto|Freelance|125.0|2145|0.85|382|0.87|249|0.86|3570.0
3553|Developer|Web Reference|2010-06-04|Use jQuery to Build Ajax-enabled ASP.NET Controls|Joydip Kanjilal|Glen Kunene|Tutorial/Howto|Freelance|200.0|778|0.88|569|0.88|603|0.91|4349.0
3554|Developer|Web Reference|2010-06-07|Anatomy of a Web Service: XML, SOAP and WSDL for Platform-independent Data Exchange|Leidago Noabeb|Glen Kunene|Tutorial/Howto|Freelance|125.0|959|0.74|396|0.82|303|0.75|2959.0
3556|Developer|Web Reference|2010-06-14|Web Storage API: More Security, Efficiency and Capacity than Cookies|Sachin Khosla|Glen Kunene|Tutorial/Howto|Freelance|200.0|1544|0.59|219|0.76|112|0.79|2533.0
3558|Developer|Web Reference|2010-06-16|Managing Your Email Campaigns with phpList|Arpan Dhandhania|Glen Kunene|Tutorial/Howto|Freelance|150.0|2978|0.82|2224|0.82|596|0.9|8506.0
3560|Developer|Web Reference|2010-06-23|Create Your First ASP.NET Web Service|Leidago Noabeb|Glen Kunene|Tutorial/Howto|Freelance|125.0|1244|0.76|879|0.72|848|0.77|6024.0
3562|Developer|Web Reference|2010-06-30|Using jQuery to Implement Animations in ASP.NET|Joydip Kanjilal|Glen Kunene|Tutorial/Howto|Freelance|200.0|512|0.7|145|0.76|87|0.91|1073.0
4917|Developer|Web Reference|2010-07-06|Creating a WSDL File and Clients for Your ASP.NET Web Service|Leidago Noabeb|Glen Kunene|Tutorial/Howto|Freelance|125.0|553|0.8|440|0.82|459|0.840336|3451.0
4918|Developer|Web Reference|2010-07-08|Create Database-driven Resource Bundles with Java and MySQL|Rob Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|631|0.7|290|0.72|275|0.709924|2173.0
4919|Developer|Web Reference|2010-07-12|Top 10 SEO Tips for Your WordPress Blog|Sukrit Dhandhania|Glen Kunene|Top 10|Freelance|150.0|923|0.7|366|0.69|123|0.532468|1680.0
4920|Developer|Web Reference|2010-07-15|Create a Help Desk Web Application Using ASP.NET|Ryan Butler|Glen Kunene|Tutorial/Howto|Freelance|150.0|972|0.65|568|0.68|603|0.687657|3531.0
4921|Developer|Web Reference|2010-07-19|Fine Tuning Your Java 6 Database-Driven ResourceBundle|Rob Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|351|0.7|206|0.7|155|0.653465|1281.0
4922|Developer|Web Reference|2010-07-21|Top 10 New Features in CSS 3|Sachin Khosla|Glen Kunene|Top 10|Freelance|200.0|1543|0.66|514|0.75|398|0.718631|3747.0
4923|Developer|Web Reference|2010-07-29|Build a Searchable Online Employee Directory with ASP.NET|Ryan Butler|Glen Kunene|Tutorial/Howto|Freelance|150.0|453|0.82|368|0.77|236|0.803571|1411.0
4924|Developer|Web Reference|2010-07-30|Script-based Database Interaction for Your ASP.NET Website|Leidago Noabeb|Glen Kunene|Tutorial/Howto|Freelance|150.0|265|0.74|158|0.86|71|0.903226|561.0
6065|Developer|Web Reference|2010-08-04|JavaScript's Lack of i18n Support and What It Means for You|Rob Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|780|0.76|130|0.76|114|0.732394|1498.0
6069|Developer|Web Reference|2010-08-10|Build Your Own PHP Web Mailer|Voja Janjic|Glen Kunene|Tutorial/Howto|Freelance|100.0|1488|0.73|594|0.659401|140|0.814815|2527.0
6070|Developer|Web Reference|2010-08-12|Creating an ASP.NET Registration and Confirmation System|Ryan Butler|Glen Kunene|Tutorial/Howto|Freelance|150.0|727|0.67|731|0.742317|705|0.78125|3113.0
6073|Developer|Web Reference|2010-08-18|Setting Up the All-in-One SEO Pack for WordPress|Sukrit Dhandhania|Glen Kunene|Tutorial/Howto|Freelance|150.0|542|0.72|243|0.685315|193|0.659091|1293.0
6075|Developer|Web Reference|2010-08-24|Implementing Flexible Website Navigation with WordPress 3.0|Arpan Dhandhania|Glen Kunene|Tutorial/Howto|Freelance|150.0|401|0.81|253|0.790698|121|0.811111|917.0
6077|Developer|Web Reference|2010-08-25|Ten Tools Web Developers Can't Live Without|Jason Gilmore|Glen Kunene|Top 10|Freelance|100.0|4814|0.52|638|0.495798|206|0.637931|5708.0
6079|Developer|Web Reference|2010-08-30|The 6 Best WordPress Plugins for Comments Management|Sukrit Dhandhania|Glen Kunene|Top 10|Freelance|150.0|7|0.0|0|0.0|0|0.0|12.0
8109|Developer|Web Reference|2010-09-01|Combine Ajax and JSON to Transmit Complex Presentation Data|Rob Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|529|0.76947|117|0.908046|59|0.893617|779.0
8111|Developer|Web Reference|2010-09-07|Building an Ajax-driven File Uploader|W.J. Gilmore|Glen Kunene|Tutorial/Howto|Freelance|100.0|746|0.660668|223|0.828125|187|0.883721|1342.0
8114|Developer|Web Reference|2010-09-13|Learn AspectJ Using Eclipse AJDT|Rob Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|1086|0.718919|199|0.857143|196|0.782609|1843.0
8116|Developer|Web Reference|2010-09-15|Creating a Web-based Schedule with ASP.NET|Ryan Butler|Glen Kunene|Tutorial/Howto|Freelance|150.0|784|0.712919|388|0.761719|227|0.661157|1786.0
8118|Developer|Web Reference|2010-09-20|Manipulating DOM Elements Using jQuery and Visual Studio|Joydip Kanjilal|Glen Kunene|Tutorial/Howto|Freelance|200.0|452|0.711934|145|0.858586|101|0.839506|744.0
8121|Developer|Web Reference|2010-09-24|Build a Context Menu with jQuery and CSS|Arpan Dhandhania|Glen Kunene|Tutorial/Howto|Freelance|150.0|1239|0.758527|461|0.883871|351|0.882129|2231.0
8122|Developer|Web Reference|2010-09-28|Dojo i18n: a Pure JavaScript Localization Solution|Rob Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|548|0.697749|225|0.763158|242|0.757143|1245.0
52683|Developer|Web Reference|2010-10-04|Use Your Favorite Font on Your Website with CSS Web Fonts|Arpan Dhandhania|Glen Kunene|Tutorial/Howto|Freelance|150.0|2106|0.494806|221|0.738636|125|0.871795|2585.0
52684|Developer|Web Reference|2010-10-07|Create Your First Windows Presentation Foundation Application|Ryan Butler|Glen Kunene|Tutorial/Howto|Freelance|150.0|473|0.763265|266|0.829545|165|0.941667|1014.0
52685|Developer|Web Reference|2010-10-12|Take Your Web Forms to the Next Level with Dojo|Rob Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|702|0.662162|274|0.691667|229|0.720588|1387.0
52686|Developer|Web Reference|2010-10-18|Top 6 Related Posts Plugins for WordPress|Sukrit Dhandhania|Glen Kunene|Tutorial/Howto|Freelance|150.0|402|0.588832|182|0.64557|50|0.766667|634.0
52687|Developer|Web Reference|2010-10-20|Create a Localized Web Page with PHP|Leidago Noabeb|Glen Kunene|Tutorial/Howto|Freelance|125.0|3113|0.782403|710|0.727955|372|0.810606|4195.0
52688|Developer|Web Reference|2010-10-25|10 jQuery Tips and Tricks for Visual Studio|Joydip Kanjilal|Glen Kunene|Tutorial/Howto|Freelance|200.0|899|0.658996|211|0.8|176|0.865079|1286.0
52689|Developer|Web Reference|2010-11-02|A Localization Primer for Dojo Dijit and Dojox Controls|Rob Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|180|0.796296|67|0.72973|56|0.794118|303.0
52690|Developer|Web Reference|2010-11-09|Building a Style Sheet Switcher with JavaScript|Leidago Noabeb|Glen Kunene|Tutorial/Howto|Freelance|125.0|738|0.682997|124|0.744186|131|0.770492|993.0
52691|Developer|Web Reference|2010-11-16|Localizing Declaratively Created Dojo Widgets|Rob Gravelle|Glen Kunene|Tutorial/Howto|Freelance|150.0|182|0.786408|81|0.818182|0|0.0|263.0
52692|Developer|Web Reference|2010-11-22|The 6 Best Social Media Plugins for WordPress|Sukrit Dhandhania|Glen Kunene|Tutorial/Howto|Freelance|150.0|1329|0.705263|188|0.82243|0|0.0|1517.0
52693|Developer|Web Reference|2010-11-30|Creating a Custom Human Resources Application with ASP.NET|Ryan Butler|Glen Kunene|Tutorial/Howto|Freelance|150.0|311|0.642857|229|0.77686|540.0
1948|Developer|Web Developer's Virtual Library|2010-05-07|Automate Rails Application Deployment with Capistrano|Saurabh Bhatia|Glen Kunene|Tutorial/Howto|Freelance|100.0|277|0.88|157|0.93|136|0.95|1068.0
3555|Developer|Web Developer's Virtual Library|2010-06-10|Testing HTML Forms the Automated Way with WATIR|Jason Gilmore|Glen Kunene|Tutorial/Howto|Freelance|100.0|157|0.77|117|0.87|95|0.8|726.0
3559|Developer|Web Developer's Virtual Library|2010-06-22|Customize the Web with Greasemonkey|Jason Gilmore|Glen Kunene|Tutorial/Howto|Freelance|100.0|656|0.91|158|0.7|66|0.69|1137.0
2285|Developer|4 Guys From Rolla|2010-05-12|Integrating Twitter Into An ASP.NET Website Using OAuth|Scott Mitchell|Rich Hein|Tutorial/Howto|Freelance|450.0|5013|0.89|811|0.85|619|0.83|11063.0
6000|Developer|4 Guys From Rolla|2010-08-11|Defining Descriptive Text for Enumeration Members|Scott Mitchell|Rich Hein|Tutorial/Howto|Freelance|360.0|998|0.9|269|0.917098|213|0.933333|1679.0
6003|Developer|4 Guys From Rolla|2010-08-11|Filtering Data Using ASP.NET 4's QueryExtender Control|Scott Mitchell|Rich Hein|Tutorial/Howto|Freelance|360.0|784|0.85|940|0.828656|651|0.848197|3215.0
6006|Developer|4 Guys From Rolla|2010-08-18|Implementing the Store Locator Application Using ASP.NET MVC|Scott Mitchell|Rich Hein|Tutorial/Howto|Contributed|360.0|6506|0.71|1298|0.713622|850|0.74717|10717.0
8063|Developer|4 Guys From Rolla|2010-09-15|Determine Your ASP.NET Framework Page's View State Size|Scott Mitchell|Rich Hein|Product Review|Freelance|360.0|239|0.897638|0|0.0|0|0.0|239.0
8083|Developer|4 Guys From Rolla|2010-09-01|Displaying Files and Folders in a GridView|Scott Mitchell|Rich Hein|Product Review|Freelance|450.0|169|0.648649|546|0.816583|901|0.725455|2706.0
8089|Developer|4 Guys From Rolla|2010-09-22|Using Microsoft's Chart Controls In An ASP.NET Application: Using the Chart Controls with ASP.NET MVC|Scott Mitchell|Rich Hein|Tutorial/Howto|Freelance|360.0|805|0.79078|989|0.684859|666|0.603581|3068.0
8095|Developer|4 Guys From Rolla|2010-09-29|Create ZIP Files From An ASP.NET Framework Application|Scott Mitchell|Rich Hein|Product Review|Freelance|360.0|1057|0.870732|0|0.0|0|0.0|1057.0
8185|Developer|4 Guys From Rolla|2010-09-08|Building Interactive User Interfaces with Microsoft ASP.NET AJAX: Rebinding Client-Side Events|Scott Mitchell|Rich Hein|Tutorial/Howto|Freelance|360.0|3830|0.845936|765|0.7825|405|0.745318|5406.0
48958|Developer|4 Guys From Rolla|2010-10-13|Optimize Images Using the ASP.NET Sprite and Image Optimization Framework|Scott Mitchell|Rich Hein|Tutorial/Howto|Freelance|450.0|421|0.885321|54|1.0|33|1.0|508.0
48969|Developer|4 Guys From Rolla|2010-10-06|Using Microsoft's Chart Controls In An ASP.NET Application: Exporting Charts|Scott Mitchell|Rich Hein|Tutorial/Howto|Freelance|450.0|787|0.768145|64|0.55102|41|1.0|892.0
49824|Developer|4 Guys From Rolla|2010-11-10|Formatting Dates, Times and Numbers in ASP.NET|Scott Mitchell|Rich Hein|Tutorial/Howto|Freelance|450.0|1189|0.8375|46|0.333333|0|0.0|1235.0
49826|Developer|4 Guys From Rolla|2010-11-04|Storing Additional User Information with ASP.NET Membership|Scott Mitchell|Rich Hein|Tutorial/Howto|Freelance|450.0|915|0.82389|43|0.857143|0|0.0|958.0
49838|Developer|4 Guys From Rolla|2010-11-17|Accessing Server-Side Data from Client Script: Using WCF Services with jQuery and the ASP.NET Ajax Library|Scott Mitchell|Rich Hein|Tutorial/Howto|Freelance|450.0|202|0.722892|29|1.0|0|0.0|231.0
2286|Developer|DevX|2010-05-03|The Rise of NoSQL Databases|Herman Mehling|Tom Dunlap|News|Freelance|300.0|12811|0.77|476|0.9|195|0.84|15705.0
2287|Developer|DevX|2010-05-04|Performing Code Analysis on Your iPhone Applications|wei-meng lee|Tom Dunlap|Tutorial/Howto|Freelance|450.0|378|0.78|52|0.74|50|1.0|658.0
2288|Developer|DevX|2010-05-05|Adobe CTO Defends Flash, Touts HTML5|David Needle|Tom Dunlap|News|InternetNews|0.0|371|0.89|0|0.0|2|0.0|435.0
2289|Developer|DevX|2010-05-06|Using a Software Factory Approach for Customized Modeling|Akansha Jain, Abhishek Pratap Singh|Tom Dunlap|Tutorial/Howto|Freelance|250.0|822|0.63|101|0.33|58|0.75|1151.0
2290|Developer|DevX|2010-05-07|Create a Web App Using ASP.NET MVC 2.0 Framework|Tapas Pal|Tom Dunlap|Tutorial/Howto|Freelance|250.0|4612|0.72|654|0.89|569|0.87|7500.0
2291|Developer|DevX|2010-05-10|Open Source Solutions for Managing Private and Public Clouds|Herman Mehling|Tom Dunlap|News|Freelance|300.0|451|0.82|16|1.0|10|1.0|508.0
2292|Developer|DevX|2010-05-10|Flash Loses to HTML5 on Scribd Site|David Needle|Tom Dunlap|News|InternetNews|0.0|2291|0.69|20|0.77|12|0.7|2390.0
2293|Developer|DevX|2010-05-11|Using the Accelerometer on the iPhone, iPod Touch|wei-meng lee|Tom Dunlap|Tutorial/Howto|Freelance|450.0|1067|0.82|459|0.9|424|0.94|4541.0
2294|Developer|DevX|2010-05-13|Top 10 Ways to Decide What Type of Startup is Right for You|Alex Genadinik|Tom Dunlap|Top 10|Freelance|250.0|1256|0.65|17|0.78|2|1.0|1300.0
2295|Developer|DevX|2010-05-14|W3C Has a New XML Standard: XProc|Sean Michael Kerner|Tom Dunlap|News|InternetNews|0.0|3319|0.75|126|0.83|191|0.83|4438.0
2296|Developer|DevX|2010-05-17|Mozilla Aims for Sleeker Firefox 4.0|Herman Mehling|Tom Dunlap|News|Freelance|300.0|3505|0.81|49|0.82|9|1.0|3597.0
2297|Developer|DevX|2010-05-18|Useful UML Modeling: Don't Rewrite the UML|Robert Maksimchuk|Tom Dunlap|Opinion|Freelance|0.0|1636|0.55|194|0.17|83|0.0|2084.0
2298|Developer|DevX|2010-05-19|Top 10 Reasons Not To Do a Semantic Web Project|Alex Genadinik|Tom Dunlap|Top 10|Freelance|250.0|2297|0.65|132|0.81|88|0.77|3218.0
2299|Developer|DevX|2010-05-19|Google Searches for More Enterprise Customers|Deborah Gage|Tom Dunlap|News|Freelance|400.0|144|0.89|5|1.0|2|0.0|165.0
2300|Developer|DevX|2010-05-20|Engineers Riff on the Joys of Management at Google I/O|Deborah Gage|Tom Dunlap|News|Freelance|400.0|2004|0.74|75|0.88|55|0.43|2221.0
2301|Developer|DevX|2010-05-20|Google Confirms Android, Chrome Will Merge|David Needle|Tom Dunlap|News|InternetNews|0.0|1399|0.76|135|0.89|99|0.89|1846.0
2304|Developer|DevX|2010-05-26|Adobe Releases HTML5 Pack for Dreamweaver|Herman Mehling|Tom Dunlap|News|Freelance|300.0|770|0.74|32|1.0|34|0.93|963.0
2305|Developer|DevX|2010-05-27|iPhone: Using a Tab Bar App with a Navigation Controller|wei-meng lee|Tom Dunlap|Tutorial/Howto|Freelance|400.0|1930|0.74|954|0.8|291|0.85|4535.0
2306|Developer|DevX|2010-05-28|Securing the Emerging Smart Grid|Deborah Gage|Tom Dunlap|News|Freelance|350.0|873|0.77|22|0.85|28|1.0|982.0
2343|Developer|DevX|2010-05-12|Microsoft Finally Launches SharePoint, Office 2010|Deborah Gage|Tom Dunlap|News|Freelance|400.0|1982|0.87|9|0.71|15|1.0|2042.0
3660|Developer|DevX|2010-06-01|Microsoft Unveils Two Pillars of its Cloud Strategy|No Author|Tom Dunlap|News|Freelance|300.0|1546|0.66|17|0.47|2|1.0|1594.0
3661|Developer|DevX|2010-06-03|Top 10 Considerations to Focus Your Startup|Alex Genadinik|Tom Dunlap|Top 10|Freelance|250.0|1804|0.54|27|0.58|36|0.91|1947.0
3662|Developer|DevX|2010-06-07|MeeGo 1.0 Enters Crowded Mobile Field|Herman Mehling|Tom Dunlap|News|Freelance|300.0|1277|0.75|21|0.5|2|1.0|1308.0
3663|Developer|DevX|2010-06-08|Visual Basic Book Excerpt: Useful Namespaces|Rod Stephens|Tom Dunlap|Trends|Freelance|0.0|1785|0.84|93|0.84|150|1.0|2402.0
3664|Developer|DevX|2010-06-09|Program a Windows Mobile GPS Device using the Intermediate Driver|Tapas Pal|Tom Dunlap|Tutorial/Howto|Freelance|250.0|1053|0.76|363|0.96|371|0.94|3070.0
3665|Developer|DevX|2010-06-10|HP Launches Security Services for Early Development|Sean Michael Kerner|Tom Dunlap|News|InternetNews|0.0|813|0.74|11|1.0|7|1.0|894.0
3667|Developer|DevX|2010-06-15|Is Ruby on Rails 3 Finally Nearing the Finish Line?|Sean Michael Kerner|Tom Dunlap|News|InternetNews|0.0|3224|0.94|196|0.93|136|0.91|3825.0
3668|Developer|DevX|2010-06-16|Top 10 Reasons for Startup Failure|Alex Genadinik|Tom Dunlap|Top 10|Freelance|250.0|7461|0.64|304|0.75|75|0.67|8225.0
3669|Developer|DevX|2010-06-17|Subversion Open Source Code Control Hits the Edge|Sean Michael Kerner|Tom Dunlap|News|InternetNews|0.0|639|0.74|76|1.0|63|0.95|1015.0
3670|Developer|DevX|2010-06-18|Ten Misunderstandings About UML Modeling|Robert Maksimchuk|Tom Dunlap|Top 10|Freelance|100.0|3766|0.54|110|0.79|109|0.38|4386.0
3671|Developer|DevX|2010-06-21|Apple's Closed World is Bad News for Flash Developers|Herman Mehling|Tom Dunlap|News|Freelance|300.0|2140|0.71|23|1.0|12|0.78|2228.0
3672|Developer|DevX|2010-06-22|The Three Counterproductive Messages of Software Development|Bob Reselman|Tom Dunlap|Top 10|Freelance|150.0|2300|0.61|15|0.44|7|0.0|2349.0
3673|Developer|DevX|2010-06-23|How to Manipulate Images with .NET Programs|Rod Stephens|Tom Dunlap|Tutorial/Howto|Freelance|400.0|4944|0.56|511|0.71|467|0.47|7103.0
3674|Developer|DevX|2010-06-24|Red Hat's JBoss Opens Up New Enterprise Portal Platform|Sean Michael Kerner|Tom Dunlap|News|InternetNews|0.0|549|0.75|22|0.71|5|0.4|627.0
3675|Developer|DevX|2010-06-25|Location-as-a-Service Makes it Easier to Create Location-Based Apps|Herman Mehling|Tom Dunlap|News|Freelance|300.0|1307|0.66|30|0.86|26|0.62|1472.0
3676|Developer|DevX|2010-06-28|Why the Eclipse Way Works So Well|Sean Michael Kerner|Tom Dunlap|News|InternetNews|0.0|2922|0.92|121|0.93|68|0.82|3278.0
3677|Developer|DevX|2010-06-29|Top Reasons For Implementing RDFa Search Engine Optimization|Alex Genadinik|Tom Dunlap|Top 10|Freelance|250.0|885|0.77|137|0.8|75|0.91|1267.0
3678|Developer|DevX|2010-06-30|Unit Test .NET Business Objects Using Nmock Library|Tapas Pal|Tom Dunlap|Tutorial/Howto|Freelance|300.0|1532|0.76|173|0.74|288|0.7|2599.0
3682|Developer|DevX|2010-06-10|Enabling Multi-Tenancy in Web Applications|Ramasubramanian Thiyagarajan, Sivakumar Kuppusamy|Tom Dunlap|Tutorial/Howto|Contributed|0.0|453|0.73|57|0.89|65|0.81|1108.0
4869|Developer|DevX|2010-07-01|Cloud Performance: What Developers Need to Know|Herman Mehling|Tom Dunlap|News|Freelance|300.0|1589|0.69|59|0.63|22|0.7|1745.0
4870|Developer|DevX|2010-07-02|How Microsoft's Azure Stacks up Against Cloud Competitors|Paul Ferrill|Tom Dunlap|News|Freelance|150.0|1301|0.89|168|0.8|73|0.8|1852.0
4872|Developer|DevX|2010-07-06|New PivotViewer for Silverlight Lets You Visualize Data|Stuart Johnson|Tom Dunlap|News|InternetNews|0.0|1316|0.83|95|0.87|71|0.954545|1731.0
4873|Developer|DevX|2010-07-07|iPhone Programming: Using the Scroll View|wei-meng lee|Tom Dunlap|Tutorial/Howto|Freelance|300.0|2173|0.69|881|0.74|1015|0.776715|7678.0
4874|Developer|DevX|2010-07-08|Useful UML Modeling: UML's Double-Edged Sword|Robert Maksimchuk|Tom Dunlap|Tips and Tricks|Freelance|150.0|2351|0.64|102|0.88|68|0.6|2756.0
4875|Developer|DevX|2010-07-09|Nearly Half of Windows 7 PCs Run the 64-Bit Version|Stuart Johnson|Tom Dunlap|News|InternetNews|0.0|1640|0.67|20|0.42|10|1.0|1681.0
4876|Developer|DevX|2010-07-12|Best Practices for Remotely Managing Agile teams|Eric Landes|Tom Dunlap|Tutorial/Howto|Freelance|200.0|2073|0.6|110|0.47|124|0.333333|2637.0
4877|Developer|DevX|2010-07-12|Embedded Linux Gets Enhanced Security -- Does it Matter?|Sean Michael Kerner|Tom Dunlap|News|InternetNews|0.0|384|0.73|12|0.71|5|0.0|445.0
4878|Developer|DevX|2010-07-13|Why I Don't Let Cloud Computing Cloud My Mind|Robin Miller|Tom Dunlap|Opinion|Freelance|150.0|367|0.83|22|0.2|13|1.0|414.0
4879|Developer|DevX|2010-07-13|Software Firms Team for Security, Quality Code Analysis|Stuart Johnson|Tom Dunlap|News|InternetNews|0.0|195|0.8|20|1.0|13|1.0|265.0
4880|Developer|DevX|2010-07-14|Microsoft Ships Beta of Windows Phone 7 Dev Tools|Stuart Johnson|Tom Dunlap|News|InternetNews|0.0|492|0.63|26|1.0|32|0.884615|601.0
4881|Developer|DevX|2010-07-15|What I Learned from 10 Online Businesses|Alex Genadinik|Tom Dunlap|Top 10|Freelance|250.0|2443|0.52|132|0.91|49|0.222222|2687.0
4882|Developer|DevX|2010-07-19|Google Snags Semantic Web Firm Metaweb|internetnews|Tom Dunlap|News|InternetNews|0.0|1175|0.89|74|0.92|21|1.0|1324.0
4883|Developer|DevX|2010-07-19|Puppet 2.6 Expands Open Source System Configuration|Sean Michael Kerner|Tom Dunlap|News|InternetNews|0.0|1395|0.93|133|1.0|109|0.977012|1942.0
4884|Developer|DevX|2010-07-21|iPhone Programming: Using a Tab Bar App with a Navigation Controller|wei-meng lee|Tom Dunlap|Tutorial/Howto|Freelance|350.0|2511|0.67|1196|0.69|1266|0.783959|8956.0
4885|Developer|DevX|2010-07-22|Developing on Symbian, the World's Most Popular Mobile OS|Herman Mehling|Tom Dunlap|Trends|Freelance|350.0|989|0.86|148|0.94|228|0.919255|1945.0
4886|Developer|DevX|2010-07-23|What the Palm webOS Platform Has to Offer Developers|Herman Mehling|Tom Dunlap|Trends|Freelance|350.0|912|0.7|106|0.78|113|0.963855|1328.0
4888|Developer|DevX|2010-07-27|Third-Party JavaScript Leads to Malware on Web Sites|internetnews|Tom Dunlap|News|InternetNews|0.0|2965|0.73|47|0.95|34|0.909091|3113.0
4891|Developer|DevX|2010-07-28|Useful UML Modeling: Two of a Kind|Robert Maksimchuk|Tom Dunlap|Tips and Tricks|Freelance|100.0|677|0.47|37|1.0|15|1.0|800.0
4892|Developer|DevX|2010-07-28|Adobe Buys Day Software to Bolster ECM Portfolio|Larry Barrett|Tom Dunlap|News|InternetNews|0.0|678|0.8|32|0.83|20|0.666667|751.0
4893|Developer|DevX|2010-07-30|Does NoSQL Spell the End of Relational Databases?|Herman Mehling|Tom Dunlap|News|Freelance|300.0|6160|0.7|185|0.55|278|0.806061|6820.0
4894|Developer|DevX|2010-07-30|Top 10 Questions about Facebook Answers|Alex Genadinik|Tom Dunlap|Top 10|Freelance|250.0|4593|0.72|101|0.92|38|0.83871|4802.0
4895|Developer|DevX|2010-07-14|Introduction to LINQ -- Book Excerpt|Rod Stephens|Tom Dunlap|News|Contributed|0.0|299|0.71|23|0.89|35|1.0|428.0
4897|Developer|DevX|2010-07-29|Top 6 Tips for Agile Testing|contributed|Tom Dunlap|Top 10|Contributed|0.0|2361|0.69|183|0.8|219|0.913265|3021.0
6041|Developer|DevX|2010-08-02|When To Use Open Source in the Enterprise -- And When To Avoid It|Debbie Gage|Tom Dunlap|News|Freelance|400.0|2890|0.9|101|1.0|80|0.848485|3203.0
6042|Developer|DevX|2010-08-03|Five Reasons to Keep NoSQL on Your Radar|Herman Mehling|Tom Dunlap|News|Freelance|300.0|5849|0.92|297|0.78392|270|0.825|6599.0
6043|Developer|DevX|2010-08-04|Microsoft Turns On Visual Studio's 'LightSwitch'|internetnews|Tom Dunlap|News|InternetNews|0.0|1014|0.75|69|0.921875|15|1.0|1142.0
6044|Developer|DevX|2010-08-05|Understanding The Clouded Cloud|Art Sedighi|Tom Dunlap|Trends|Freelance|250.0|1934|0.63|68|0.809524|28|1.0|2056.0
6045|Developer|DevX|2010-08-09|Android is Now Mobile Developers' Favorite Platform|Herman Mehling|Tom Dunlap|News|Freelance|300.0|2169|0.89|176|0.9|70|1.0|2449.0
6047|Developer|DevX|2010-08-11|Top 3 Challenges Developers Face on Projects|Brad Jones|Tom Dunlap|Top 10|Editor-Written|0.0|2397|0.84|152|0.638298|162|0.5625|2842.0
6048|Developer|DevX|2010-08-12|10 Steps to Go From Agile to Ultra Lean Development|Alex Genadinik|Tom Dunlap|Top 10|Freelance|250.0|3657|0.55|131|0.578313|37|0.714286|4088.0
6049|Developer|DevX|2010-08-13|So What Is a Windows Azure Appliance Anyway?|Paul Ferrill|Tom Dunlap|News|Freelance|150.0|1336|0.84|51|0.725|18|1.0|1435.0
6050|Developer|DevX|2010-08-16|What CTOs Can Learn From John Chambers|Debbie Gage|Tom Dunlap|News|Freelance|400.0|697|0.89|6|1.0|2|1.0|709.0
6051|Developer|DevX|2010-08-17|Useful UML Modeling: UML for Project Managers|Bob Maksimchuk|Tom Dunlap|News|Freelance|100.0|3464|0.57|1337|0.513761|74|0.59375|5027.0
6052|Developer|DevX|2010-08-18|Why Use Agile Development in Your Company?|Eric Landes|Tom Dunlap|News|Freelance|250.0|2432|0.64|90|0.822581|66|0.829787|2894.0
6053|Developer|DevX|2010-08-18|IBM Beefs Up Rational Power Appliance Family|Herman Mehling|Tom Dunlap|News|Freelance|300.0|314|0.65|7|1.0|14|1.0|351.0
6054|Developer|DevX|2010-08-23|Net Neutrality: Threat or Menace?|Robin Miller|Tom Dunlap|Opinion|Freelance|150.0|581|0.89|8|1.0|22|1.0|626.0
6055|Developer|DevX|2010-08-20|A Peak at Technology's Future -- Augmented Reality|deb gage|Tom Dunlap|News|Freelance|400.0|1656|0.62|45|0.888889|36|0.88|1805.0
6056|Developer|DevX|2010-08-23|The Need for Education vs. Training in Software Development|Bob Reselman|Tom Dunlap|Opinion|Freelance|100.0|2446|0.61|100|0.615385|106|0.758621|2694.0
